division_numeric_code,start_date,end_date,is_in_union,age_range,data_series_type,group_type_relative_to_baseline,contraceptive_use_modern,contraceptive_use_traditional,contraceptive_use_any,unmet_need_modern,unmet_need_any,is_pertaining_to_methods_used_since_last_pregnancy,pertaining_to_methods_used_since_last_pregnancy_reason,has_geographical_region_bias,geographical_region_bias_reason,has_non_pregnant_and_other_positive_biases,non_pregnant_and_other_positive_biases_reason,age_group_bias,modern_method_bias,has_traditional_method_bias,traditional_method_bias_reason,has_absence_of_probing_questions_bias,se_modern,se_traditional,se_unmet_need,se_log_r_modern_no_use,se_log_r_traditional_no_use,se_log_r_unmet_no_need,source_id,record_id
748,1988.748634,1989.013699,N,15-49,Other,UW,0.046388582,0.023212707,0.069601289,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,2791,N_1563
748,2006.49589,2007.158904,N,15-49,DHS,UW,0.282801946,0.00596489,0.288766836,NA,0.107614304,N,,N,,N,,None,None,N,,N,0.010948855,0.001541847,0.006807619,0.054261128,0.261874213,0.07276604,1695,N_1564
748,2010.610959,2010.90411,N,15-49,MICS,UW,0.377889466,0.008238259,0.386127725,NA,NA,N,,N,,N,,None,None,N,,Y,0.010236797,0.001629585,0.004998212,0.04517456,0.259236368,0.090143972,5031,N_1565
748,2014.49589,2014.830137,N,15-49,MICS,UW,0.412243352,0.000919665,0.413163018,NA,0.068682524,N,,N,,N,,None,None,N,,Y,0.014231874,0.000537896,0.005425277,0.058804551,0.586017432,0.081572145,5584,N_1566
231,2000.084699,2000.412568,N,15-49,DHS,UW,0.018010529,0.003293362,0.021303891,NA,0.038119894,N,,N,,N,,None,None,N,,N,0.002763003,0.000634594,0.003935773,0.156252862,0.193435758,0.107574723,1694,N_1567
231,2005.246575,2005.663014,N,15-49,DHS,UW,0.020140787,0.003713023,0.02385381,NA,0.021522666,N,,N,,N,,None,None,N,,N,0.001986142,0.000548078,0.001452896,0.141651964,0.281733108,0.143977697,1858,N_1568
231,2010.915068,2011.410959,N,15-49,DHS,UW,0.04424621,0.002313369,0.046559578,NA,0.022796266,N,,N,,N,,None,None,N,,N,0.002097646,0.000311931,0.001184825,0.113549623,0.357236764,0.118679278,5053,N_1569
231,2014,2014.243836,N,15-49,PMA,UW,0.063443569,0.001228343,0.065412595,NA,0.038921987,N,,N,,N,,None,None,N,,N,0.006003404,0.000323697,0.00777861,0.116871412,0.457010855,0.34331316,5503,N_1570
231,2014.747945,2014.99726,N,15-49,PMA,UW,0.042290846,0.001014653,0.045780542,NA,0.023766961,N,,N,,N,,None,None,N,,N,0.005201212,0.000631643,0.003263312,0.128753932,0.623330733,0.243909027,5765,N_1571
231,2014.024658,2014.326027,N,15-49,National survey,UW,0.053714123,0.002101262,0.055815385,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,7347,N_1572
231,2015.246575,2015.410959,N,15-49,PMA,UW,0.070865489,0.001625635,0.073579303,NA,0.023924485,N,,N,,N,,None,None,N,,N,0.00564269,0.000637705,0.00245649,0.118745243,0.411157391,0.176149794,6001,N_1573
231,2016,2016.494536,N,15-49,DHS,UW,0.054086711,0.001891341,0.055978052,NA,0.018569465,N,,N,,N,,None,None,N,,N,0.002968967,0.000194976,0.001187842,0.093192295,0.329477178,0.161698801,5808,N_1574
231,2016.163934,2016.327869,N,15-49,PMA,UW,0.071099282,0.003299547,0.077256472,NA,0.025041466,N,,N,,N,,None,None,N,,N,0.006380679,0.001249512,0.001988465,0.117558399,0.411783133,0.154255466,6115,N_1575
231,2017.246575,2017.408219,N,15-49,PMA,UW,0.064300665,0.002776196,0.069382863,NA,0.033321521,N,,N,,N,,None,None,N,,N,0.004652979,0.000462883,0.003516175,0.135924513,0.356978069,0.208870041,7480,N_1576
231,2018.413699,2018.578082,N,15-49,PMA,UW,0.057356127,0.002513021,0.065834394,NA,0.0226485,N,,N,,N,,None,None,N,,N,0.006703787,0.000823369,0.003699945,0.124158634,0.328538482,0.172835179,7656,N_1577
231,2019.161644,2019.493151,N,15-49,DHS,UW,0.040589459,0.001648054,0.042237513,NA,NA,N,,N,,N,,None,None,N,,N,0.006512383,0.001204109,NA,0.165802112,0.731819186,NA,7685,N_1578
231,2019.747945,2019.915068,N,15-49,PMA,UW,0.061976295,0.00506802,0.070669834,NA,0.016128756,N,,N,,N,,None,None,N,,N,0.00485157,0.001196965,0.002251298,0.120387625,0.328026136,0.16567008,9014,N_1579
246,1992,1992,N,15-49,National survey,UW,0.723446894,0.02004008,0.743486974,NA,NA,N,,N,,N,,+,None,N,,N,NA,NA,NA,NA,NA,NA,7511,N_1580
246,1999,1999,N,15-49,National survey,UW,0.672176309,0.052341598,0.724517906,NA,NA,N,,N,,N,,+,None,N,,N,NA,NA,NA,NA,NA,NA,3092,N_1581
246,2007,2007,N,15-49,National survey,UW,0.684474124,0.050083472,0.734557596,NA,NA,N,,N,,N,,+,None,N,,Y,NA,NA,NA,NA,NA,NA,7512,N_1582
246,2015,2015,N,15-49,National survey,UW,0.719512195,0.051219512,0.770731707,NA,NA,N,,N,,N,,+,None,N,,N,NA,NA,NA,NA,NA,NA,7513,N_1583
250,1977.915068,1978.99726,N,15-49,Other,UW,0.414627586,0.106425287,0.521052874,NA,NA,N,,N,,N,,+,None,N,,N,NA,NA,NA,NA,NA,NA,3095,N_1584
250,2005.734247,2005.920548,N,15-49,Other,PW,0.313,0.002,0.315,NA,NA,N,,N,,N,,+,+,N,,Y,NA,NA,NA,NA,NA,NA,5430,N_1585
250,2008.800546,2008.945355,N,15-49,Other,PW,0.296,0.016,0.312,NA,NA,N,,N,,N,,+,-,N,,Y,NA,NA,NA,NA,NA,NA,5431,N_1586
250,2010.413699,2011.082192,N,15-49,National survey,UW,0.56,0.024,0.584,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,5589,N_1587
266,2000.497268,2001.082192,N,15-49,DHS,UW,0.180131544,0.20908458,0.389216124,NA,0.134004913,N,,N,,N,,None,None,N,,N,0.010594092,0.008780325,0.008332295,0.075155141,0.056375113,0.072708335,1737,N_1588
266,2012,2012.412568,N,15-49,DHS,UW,0.290939263,0.073095745,0.364035008,NA,0.143188867,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,5054,N_1589
270,1990,1990,N,15-49,Other,UW,0.053071006,0.023142012,0.076213018,NA,NA,N,,N,,N,,None,None,Y,Traditional methods include folk methods.,N,NA,NA,NA,NA,NA,NA,2797,N_1590
270,2010.246575,2010.663014,N,15-49,MICS,UW,0.061882371,0.009830699,0.07171307,NA,NA,N,,N,,N,,None,None,N,,Y,0.005401368,0.002283807,0.00535939,0.093358978,0.235370192,0.137023357,4998,N_1591
270,2013.084932,2013.326027,N,15-49,DHS,UW,0.034073019,0.00085947,0.034932488,NA,0.021196217,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,5462,N_1592
270,2018,2018.326027,N,15-49,MICS,UW,0.038850638,0.000560695,0.039411332,NA,NA,N,,N,,N,,None,None,N,,Y,0.004019088,0.000515391,0.003044976,0.1076659,0.919988082,0.128518474,7579,N_1593
270,2019.832877,2020.245902,N,15-49,DHS,UW,0.038188509,0.00073308,0.038921589,NA,0.023784369,N,,N,,N,,None,None,N,,N,0.004678779,0.000445818,0.003421237,0.127403704,0.608801198,0.148352719,7686,N_1594
268,1999.832877,2000.245902,N,15-49,Other,UW,0.00532583,0,0.00532583,NA,NA,N,,N,,N,,?,None,N,,N,NA,NA,NA,NA,NA,NA,107,N_1595
268,2005.161644,2005.663014,N,15-49,Other,UW,0.009696057,0.000171023,0.00986708,NA,NA,N,,N,,N,,?,None,N,,N,NA,NA,NA,NA,NA,NA,715,N_1596
268,2006.161644,2006.408219,N,15-49,Other,PW,0.016,0.003,0.019,NA,NA,N,,N,,N,,+,+,N,,Y,NA,NA,NA,NA,NA,NA,5433,N_1597
268,2009.246575,2009.493151,N,15-49,Other,PW,0.001,0.001,0.002,NA,NA,N,,N,,N,,+,-,N,,Y,NA,NA,NA,NA,NA,NA,5432,N_1598
268,2010.747945,2011.158904,N,15-49,Other,UW,0.010815406,0.000354603,0.011170009,NA,NA,N,,N,,N,,?,None,N,,N,NA,NA,NA,NA,NA,NA,5453,N_1599
268,2018.665753,2018.99726,N,15-49,MICS,UW,0.026157974,0.000229559,0.026387533,NA,NA,N,,N,,N,,None,None,N,,N,0.005549246,5.62E-05,NA,0.260608802,1.0009941,NA,7580,N_1600
276,1970.832877,1971.082192,N,15-49,National survey,UW,0.5,0.121993127,0.621993127,NA,NA,N,,N,,N,,+,None,N,,Y,NA,NA,NA,NA,NA,NA,9015,N_1601
276,1972.330601,1972.494536,N,15-49,National survey,UW,0.458018868,0.136792453,0.594811321,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,9016,N_1602
276,1985.747945,1985.912329,N,15-49,National survey,UW,0.626909091,0.088454545,0.715363636,NA,NA,N,,Y,Data pertain to West Germany only.,N,,?,None,N,,N,NA,NA,NA,NA,NA,NA,6030,N_1603
276,2005.142466,2005.358904,N,15-49,Other,PW,0.287,0.004,0.291,NA,NA,N,,N,,N,,+,+,N,,Y,NA,NA,NA,NA,NA,NA,5434,N_1604
288,1988.084699,1988.494536,N,15-49,DHS,UW,0.035311796,0.07362885,0.108940646,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,1753,N_1605
288,1993.665753,1994.158904,N,15-49,DHS,UW,0.072901325,0.084683358,0.157584683,NA,0.032400589,N,,N,,N,,None,None,N,,N,0.007572739,0.007242564,0.005124848,0.111549803,0.092832612,0.163777607,1754,N_1606
288,1998.832877,1999.158904,N,15-49,DHS,UW,0.058273812,0.049915952,0.108189764,NA,0.086905575,N,,N,,N,,None,None,N,,N,0.00584136,0.005036855,0.006570676,0.113933895,0.123931271,0.096336113,1751,N_1607
288,2003.49589,2003.830137,N,15-49,DHS,UW,0.096405811,0.035764753,0.132170564,NA,0.078100855,N,,N,,N,,None,None,N,,N,0.002674403,0.00197728,0.002923473,0.082847795,0.152459128,0.090447985,1752,N_1608
288,2006.580822,2006.830137,N,15-49,MICS,UW,0.082451952,0.015740703,0.098192655,NA,NA,N,,N,,N,,None,None,N,,Y,0.006378504,0.00347455,NA,0.08510098,0.225484604,NA,166,N_1609
288,2008.666667,2008.912568,N,15-49,DHS,UW,0.091323105,0.043410743,0.134733848,NA,0.078858538,N,,N,,N,,None,None,N,,N,0.006912405,0.005122362,0.006929301,0.087595719,0.126888298,0.099279518,4688,N_1610
288,2011.665753,2011.99726,N,15-49,MICS,UW,0.167642291,0.042852748,0.210495039,NA,NA,N,,N,,N,,None,None,N,,Y,0.009174487,0.004479222,0.006160049,0.072990584,0.119009755,0.074996057,5000,N_1611
288,2013.49589,2013.912329,N,15-49,PMA,UW,0.066358399,0.012027997,0.08800962,NA,0.126470898,N,,N,,N,,None,None,N,,Y,0.007062492,0.007993004,0.011122408,0.118036182,0.685319025,0.131256446,5602,N_1612
288,2014.084932,2014.410959,N,15-49,PMA,UW,0.092839757,0.009856065,0.107842215,NA,0.121384039,N,,N,,N,,None,None,N,,Y,0.009426747,0.003586399,0.009123368,0.115262556,0.368310824,0.1083643,5766,N_1613
288,2014.665753,2014.99726,N,15-49,PMA,UW,0.128392804,0.021167292,0.159305883,NA,0.100081498,N,,N,,N,,None,None,N,,Y,0.013737927,0.004386991,0.009490439,0.123526401,0.214298997,0.128200956,5767,N_1614
288,2014.665753,2014.99726,N,15-49,DHS,UW,0.129052103,0.048523635,0.177575737,NA,0.101033223,N,,N,,N,,None,None,N,,N,0.007011598,0.005211322,0.005820744,0.067880527,0.120065003,0.069207046,5778,N_1615
288,2015.328767,2015.493151,N,15-49,PMA,UW,0.152840327,0.034444404,0.196790473,NA,0.126292343,N,,N,,N,,None,None,N,,N,0.01082544,0.005904119,0.01024356,0.089336613,0.186463533,0.110246354,5995,N_1616
288,2016.581967,2016.912568,N,15-49,PMA,UW,0.156331055,0.027909795,0.187740206,NA,0.119769041,N,,N,,N,,None,None,N,,N,0.013397579,0.005704199,0.013617565,0.103358786,0.214832836,0.141283848,7360,N_1617
288,2017.786301,2018.038356,N,15-49,MICS,UW,0.108807218,0.021519198,0.130326415,NA,0.128456003,N,,N,,N,,None,None,N,,Y,NA,NA,NA,NA,NA,NA,5636,N_1618
288,2017.665753,2017.912329,N,15-49,PMA,UW,0.116579422,0.02539195,0.147268442,NA,0.117931923,N,,N,,N,,None,None,N,,N,0.011945432,0.005983143,0.011931352,0.117609736,0.244723263,0.105653231,7497,N_1619
320,1987.665753,1987.99726,N,15-49,DHS,UW,0.028603477,0.002804262,0.03140774,NA,NA,N,,N,,N,,?,None,N,,N,NA,NA,NA,NA,NA,NA,1763,N_1620
320,1995.413699,1995.99726,N,15-49,DHS,UW,0.030631561,0.001718093,0.032349654,NA,0.022574375,N,,N,,N,,None,None,N,,N,0.003830147,0.000844905,0.00277439,0.131602833,0.492314776,0.126536992,1770,N_1621
320,1998.832877,1999.410959,N,15-49,National survey,UW,0.04165474,0.000617158,0.042271898,NA,0.023421042,N,,N,,N,,None,None,N,,N,0.008552952,0.000384927,0.004153042,0.214259518,0.624153641,0.182613623,207,N_1622
320,2002.315068,2002.882192,N,15-49,Other,UW,0.048108927,0.005225605,0.053334531,NA,NA,N,,N,,N,,None,None,Y,Traditional methods include folk methods.,N,NA,NA,NA,NA,NA,NA,173,N_1623
320,2008.748634,2009.493151,N,15-49,Other,UW,0.071536066,0.00575082,0.077286885,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,3119,N_1624
320,2014.747945,2015.493151,N,15-49,DHS,UW,0.0917505,0.009617112,0.101367613,NA,0.027978615,N,,N,,N,,None,None,N,,N,0.003533141,0.001119655,0.001909382,0.042539582,0.117991869,0.070666169,5790,N_1625
324,1992.330601,1992.579235,N,15-49,DHS,UW,0.050347508,0.028985483,0.079332991,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,1738,N_1626
324,1999.328767,1999.578082,N,15-49,DHS,UW,0.078600747,0.060195531,0.138796279,NA,0.07982944,N,,N,,N,,None,None,N,,N,0.005780826,0.006035001,0.006280374,0.113529257,0.137702339,0.107751906,1739,N_1627
324,2005.084932,2005.493151,N,15-49,DHS,UW,0.11218567,0.043770719,0.155956389,NA,0.096808161,N,,N,,N,,None,None,N,,N,0.004914401,0.00219247,0.006244595,0.117286378,0.169757992,0.094803461,1740,N_1628
324,2012.415301,2012.830601,N,15-49,DHS,UW,0.137346687,0.028922554,0.16626924,NA,0.101500417,N,,N,,N,,None,None,N,,N,0.007570087,0.003176121,0.005450406,0.090048856,0.161565537,0.088875943,5422,N_1629
324,2016,2016,N,15-49,MICS,UW,0.103292076,0.017436296,0.120728372,NA,NA,N,,N,,N,,None,None,N,,Y,0.005941717,0.003357722,0.009512109,0.10606447,0.229659969,0.105018105,5676,N_1630
324,2018.084932,2018.493151,N,15-49,DHS,UW,0.1332273,0.00642686,0.13965416,NA,0.069408682,N,,N,,N,,None,None,N,,N,0.004253197,0.000521853,0.002198366,0.082362207,0.271031823,0.083169342,7623,N_1631
624,2000.273224,2000.396175,N,15-49,MICS,UW,0.069985003,0.021601443,0.091586446,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,1895,N_1632
624,2006.358904,2006.443836,N,15-49,MICS,UW,0.271437478,0.024647076,0.296084554,NA,NA,N,,N,,N,,None,None,N,,Y,0.013906719,0.003691276,NA,0.072848316,0.162315276,NA,176,N_1633
624,2014.161644,2014.578082,N,15-49,MICS,UW,0.401019474,0.031914173,0.432933647,NA,0.135730337,N,,N,,N,,None,None,N,,Y,0.012108698,0.003597832,0.007842031,0.053064879,0.124725989,0.067810237,5637,N_1634
624,2018,2019,N,15-49,MICS,UW,0.416025463,0.023644232,0.441952721,NA,0.130415268,N,,N,,N,,None,None,N,,Y,NA,NA,NA,NA,NA,NA,7571,N_1635
328,2006.243836,2007.038356,N,15-49,MICS,UW,0.098391819,0.010073128,0.108464947,NA,NA,N,,N,,N,,None,None,N,,Y,0.009228408,0.002609102,NA,0.10486196,0.264219314,NA,1893,N_1636
328,2009.161644,2009.578082,N,15-49,DHS,UW,0.220449358,0.015152724,0.235602082,NA,0.067339296,N,,N,,N,,None,None,N,,N,0.014282832,0.002945037,0.007146196,0.091992032,0.209918508,0.118992633,4701,N_1637
328,2014,2014,N,15-49,MICS,UW,0.061331567,0.014143824,0.075475391,NA,0.067283083,N,,N,,N,,None,None,N,,Y,0.008184121,0.004552127,0.007764056,0.146262946,0.340500011,0.128453007,5675,N_1638
328,2019.413699,2020.15847,N,15-49,MICS,UW,0.075726703,0.009461844,0.085390991,NA,NA,N,,N,,N,,None,None,N,,Y,NA,NA,NA,NA,NA,NA,7811,N_1639
332,1989.665753,1989.830137,N,15-49,Other,UW,0.003,0.004,0.007,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,4521,N_1640
332,1994.49589,1995.082192,N,15-49,DHS,UW,0.029299012,0.014890016,0.044189027,NA,NA,N,,N,,N,,None,None,N,,N,0.003994538,0.002780105,NA,0.141121934,0.190491068,NA,1764,N_1641
332,2000.084699,2000.579235,N,15-49,DHS,UW,0.057540846,0.012497289,0.070038135,NA,0.059392515,N,,N,,N,,None,None,N,,N,0.006033512,0.002481229,0.005584572,0.112198079,0.203310029,0.101865152,1765,N_1642
332,2005.747945,2006.493151,N,15-49,DHS,UW,0.080851831,0.017717798,0.098569629,NA,0.06722576,N,,N,,N,,None,None,N,,N,0.008280931,0.00313123,0.005087482,0.112115498,0.181633582,0.08338288,1785,N_1643
332,2012,2012.494536,N,15-49,DHS,UW,0.099469532,0.00601783,0.105487362,NA,0.096599496,N,,N,,N,,None,None,N,,N,0.006271434,0.001147455,0.0051986,0.070043724,0.191934666,0.059329505,5451,N_1644
332,2016.833333,2017.326027,N,15-49,DHS,UW,0.121181093,0.011068957,0.13225005,NA,0.111104767,N,,N,,N,,None,None,N,,N,0.00606115,0.001636487,0.00539112,0.057161235,0.15036654,0.055340628,5825,N_1645
340,1987.432877,1987.884932,N,15-49,National survey,UW,0.050400447,0.003563758,0.053964206,NA,NA,N,,N,,N,,?,None,N,,N,NA,NA,NA,NA,NA,NA,157,N_1646
340,1991,1992,N,15-49,Other,UW,0.062684606,0.006721214,0.06940582,NA,NA,N,,N,,N,,?,None,N,,N,NA,NA,NA,NA,NA,NA,707,N_1647
340,1996,1996.745902,N,15-49,Other,UW,0.091,0.003,0.094,NA,NA,N,,N,,N,,?,None,N,,Y,NA,NA,NA,NA,NA,NA,199,N_1648
340,2001.084932,2001.745205,N,15-49,Other,UW,0.120944444,0.009635037,0.130579481,NA,0.05069403,N,,N,,N,,?,None,N,,N,NA,NA,NA,NA,NA,NA,640,N_1649
340,2005.747945,2006.410959,N,15-49,DHS,UW,0.11764942,0.008086866,0.125736286,NA,0.037141317,N,,N,,N,,None,None,N,,N,0.004527973,0.001187295,0.002321245,0.04593899,0.149279285,0.066476833,1788,N_1650
340,2011.665753,2012.579235,N,15-49,DHS,UW,0.157980552,0.014687072,0.172667624,NA,0.038317919,N,,N,,N,,None,None,N,,N,0.004805656,0.001540007,0.002167175,0.037649728,0.113098146,0.061480991,5056,N_1651
340,2019.438356,2019.950685,N,15-49,MICS,UW,0.198357306,0.004087517,0.202875983,NA,0.071869959,N,,N,,N,,None,None,N,,Y,NA,NA,NA,NA,NA,NA,7581,N_1652
348,2008.833333,2009.084932,N,15-49,Other,UW,0.121,0.011,0.132,NA,NA,N,,N,,N,,+,-,N,,Y,NA,NA,NA,NA,NA,NA,6010,N_1653
356,2005.832877,2006.663014,N,15-49,DHS,UW,0.066465411,0.000348128,0.066813539,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,1792,N_1654
356,2015.052055,2016.923497,N,15-49,DHS,UW,0.060324701,0.000738783,0.061063485,NA,0.000485013,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,5565,N_1655
360,2002.747945,2003.326027,N,15-49,DHS,UW,0.00667,2.00E-05,0.00669,NA,NA,N,,N,,N,,None,None,Y,Traditional methods include folk methods.,N,0.002119486,8.06E-06,NA,0.199942151,1.000684563,NA,1689,N_1656
360,2007.413699,2008.161202,N,15-49,DHS,UW,0.00671,5.00E-05,0.00676,NA,NA,N,,N,,N,,None,None,Y,Traditional methods include folk methods.,N,0.007549692,0.000324643,NA,0.192727448,1.001122102,NA,739,N_1657
360,2012.330601,2012.579235,N,15-49,National survey,UW,0.00988767,0.000476792,0.010364462,NA,0.002530645,N,,N,,N,,None,None,N,,N,0.000809741,4.89E-05,0.000254748,0.133308948,0.427787509,0.194599329,5458,N_1658
360,2015.49589,2015.663014,N,15-49,PMA,UW,0.016177537,0,0.016177537,NA,0.008210251,N,,N,,N,,None,None,N,,N,0.001237765,NA,0.002333978,0.197204521,NA,0.596561917,5994,N_1659
360,2016.748634,2017.082192,N,15-49,PMA,UW,0.012746758,0.000375934,0.01337099,NA,0.002048451,N,,N,,N,,None,None,N,,N,0.001635812,0.000264085,0.000670154,0.180878716,0.99800297,0.454775416,7479,N_1660
360,2017.49589,2017.745205,N,15-49,DHS,UW,0.008742434,0.000837857,0.009580292,NA,0.002729005,N,,N,,N,,None,None,N,,N,0.000808096,0.000238816,0.000339341,0.120477567,0.306998286,0.167036609,7363,N_1661
372,2003.49589,2004.327869,N,15-49,National survey,UW,0.590686275,0.004901961,0.595588235,NA,NA,N,,N,,N,,+,None,N,,Y,NA,NA,NA,NA,NA,NA,5110,N_1662
372,2010,2010,N,15-49,National survey,UW,0.661144578,0.00753012,0.668674699,NA,NA,N,,N,,Y,Contraceptive use question refers to contraceptive use in the 12 months prior to the survey.,+,None,N,,N,NA,NA,NA,NA,NA,NA,7672,N_1663
380,2013,2013,N,15-49,National survey,UW,0.516,0.054,0.57,NA,NA,N,,N,,Y,Contraceptive use question refers to contraceptive use in the 12 months prior to the survey.,+,None,N,,Y,NA,NA,NA,NA,NA,NA,7508,N_1664
388,1989,1989,N,15-49,Other,UW,0.159530373,0.009837672,0.169,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,809,N_1665
388,1993,1993,N,15-49,Other,UW,0.168477521,0.00527339,0.173750911,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,2830,N_1666
388,1997.580822,1997.99726,N,15-49,Other,UW,0.187001728,0.003362903,0.190364631,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,2876,N_1667
388,2002,2003,N,15-49,Other,UW,0.17,0.006,0.176,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,2922,N_1668
388,2008.415301,2009.326027,N,15-49,Other,UW,0.207354386,0.015094737,0.222449123,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,3168,N_1669
392,2014.161644,2014.243836,N,15-49,National survey,UW,0.261017061,0.037052895,0.298069956,NA,NA,N,,N,,N,,+,-,N,,N,NA,NA,NA,NA,NA,NA,7438,N_1670
400,2007.413699,2007.912329,N,15-49,DHS,UW,0.00103,0.00023,0.00126,NA,NA,N,,N,,N,,None,None,Y,Traditional methods include folk methods.,N,0.002361993,0.000800421,NA,0.279863378,0.890749056,NA,2407,N_1671
400,2012.666667,2012.997268,N,15-49,DHS,UW,0.00092,NA,0.00092,NA,NA,N,,N,,N,,None,None,N,,N,0.006803312,NA,NA,0.513953902,NA,NA,5339,N_1672
398,1995.328767,1995.745205,N,15-49,DHS,UW,0.088255208,0.029758966,0.118014174,NA,0.024013661,N,,N,,N,,None,None,N,,N,0.008853217,0.00632694,0.00386418,0.129818364,0.228919194,0.196095544,1826,N_1673
398,1999.49589,1999.745205,N,15-49,DHS,UW,0.147720829,0.025365761,0.17308659,NA,0.029503031,N,,N,,N,,None,None,N,,N,0.010127292,0.004132959,0.004342857,0.082256318,0.17011764,0.173484319,1669,N_1674
398,2006,2006.243836,N,15-49,MICS,UW,0.110110162,0.002567521,0.112677683,NA,NA,N,,N,,N,,None,None,N,,Y,0.005126073,0.00074557,NA,0.054099204,0.291936851,NA,1882,N_1675
398,2010.832877,2011.082192,N,15-49,MICS,UW,0.139735668,0.003397987,0.143133655,NA,NA,N,,N,,N,,None,None,N,,Y,0.006052417,0.001110189,0.001409214,0.053007527,0.329028578,0.152363284,5006,N_1676
398,2015.70411,2015.871233,N,15-49,MICS,UW,0.18709983,0.006495215,0.193595045,NA,0.04380447,N,,N,,N,,None,None,N,,N,0.00844853,0.00156051,0.003642753,0.057943386,0.265953456,0.092786399,5666,N_1677
398,2018,2018,N,15-49,National survey,UW,0.2823,0.0177,0.3,NA,NA,N,,N,,N,,+,None,N,,N,NA,NA,NA,NA,NA,NA,7680,N_1678
404,1984,1984,N,15-49,Other,UW,0.043214921,0.059669442,0.102884363,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,2743,N_1679
404,1988.915301,1989.410959,N,15-49,DHS,UW,0.08248235,0.074127907,0.156610257,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,1822,N_1680
404,1993.084932,1993.663014,N,15-49,DHS,UW,0.101725195,0.047905736,0.149630931,NA,0.057932285,N,,N,,N,,None,None,N,,N,0.00627239,0.003947116,0.004144352,0.079569839,0.099985524,0.08847444,1823,N_1681
404,1998.084932,1998.578082,N,15-49,DHS,UW,0.111267902,0.043272021,0.154539923,NA,0.097520246,N,,N,,N,,None,None,N,,N,0.005532954,0.003136073,0.005246602,0.07127109,0.10061236,0.077516073,1824,N_1682
404,2003.246575,2003.745205,N,15-49,DHS,UW,0.094799937,0.024209408,0.119009345,NA,0.07539507,N,,N,,N,,None,None,N,,N,0.003656453,0.001171727,0.002503001,0.081657859,0.119988721,0.07640541,1692,N_1683
404,2008.833333,2009.158904,N,15-49,DHS,UW,0.118604387,0.013346685,0.131951072,NA,0.071746739,N,,N,,N,,None,None,N,,N,0.002657662,0.001412393,0.001701343,0.074714632,0.209007424,0.09228046,4689,N_1684
404,2014.49589,2014.556164,N,15-49,PMA,UW,0.179901306,0.000371238,0.193272719,NA,0.09744117,N,,N,,N,,None,None,N,,Y,0.008837135,0.000367679,0.005916745,0.089810592,1.003018828,0.143704245,5721,N_1685
404,2014.328767,2014.830137,N,15-49,DHS,UW,0.182787792,0.01552245,0.198310242,NA,0.058704659,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,5780,N_1686
404,2014.832877,2014.99726,N,15-49,PMA,UW,0.156599351,0.001714793,0.165431279,NA,0.088814821,N,,N,,N,,None,None,N,,Y,0.013839389,0.000928271,0.009130991,0.105142974,0.543659975,0.112522698,5996,N_1687
404,2015.413699,2015.578082,N,15-49,PMA,UW,0.239105259,0.003503474,0.254935079,NA,0.120170054,N,,N,,N,,None,None,N,,N,0.020906957,0.001408008,0.015663326,0.116727698,0.403825869,0.171641377,5768,N_1688
404,2015.832877,2015.99726,N,15-49,PMA,UW,0.220467104,0.010636944,0.242080127,NA,0.087277326,N,,N,,N,,None,None,N,,N,0.019395738,0.003002428,0.009142353,0.113354116,0.283832065,0.10744682,6037,N_1689
404,2016.833333,2016.997268,N,15-49,PMA,UW,0.204066922,0.007948378,0.222922583,NA,0.095344957,N,,N,,N,,None,None,N,,N,0.011987811,0.001957718,0.007854125,0.074153777,0.248431505,0.091499144,7484,N_1690
